1xB200-180GB, 2.79, 10240, 0.00004,
2xB200-180GB, 5.58, 19456, 0.00004,
4xB200-180GB, 11.16, 38912, 0.00004,
8xB200-180GB, 22.32, 76800, 0.00004,
